root_id,cell_type
720575941575811741,L4
720575941575828731,LHAV1a4
720575941575879311,LAL133a
720575941576011446,L4
720575941576069896,L5
720575941576078344,L2
720575941576137224,L4
720575941576158877,L5
720575941576202761,L1
720575941576214537,KCab-p
720575941576397711,L5
720575941576457871,L3
720575941576595096,R8
720575941576599400,R7
720575941576785846,v2LN36
720575941576785846,vDeltaA_a
720575941576894607,LAL155
720575941576948879,L4
720575941576975798,L5
720575941576979382,LHAD2e1
720575941577121974,L5
720575941577138024,L5
720575941577280438,R7
720575941577415350,L3
720575941577436008,PDt1
720575941577854568,LAL162
720575941577855848,L3
720575941578109544,"LAL103,LAL109"
720575941578376025,L5
720575941578684505,L5
720575941579438681,L2
720575941579872089,"LAL104,LAL105"
720575941579872089,"LAL163,LAL164"
720575941580047705,LC14a1
720575941580089425,L2
720575941580272977,T1
720575941580349173,L1
720575941580790865,L5
720575941580962805,L5
720575941581003089,L2
720575941581054545,T1
720575941581104209,L2
720575941581142517,L5
720575941581148497,L1
720575941581149429,R8
720575941581299701,L2
720575941581341941,T1
720575941581638133,LAL144b
720575941581933177,L2
720575941582748793,L1
720575941582807161,L5
720575941583076985,T1
720575941583085177,L2
720575941583123833,R8
720575941583135839,R8
720575941583345529,T1
720575941584150014,R7
720575941584420606,L5
720575941584641237,L5
720575941584997254,v2LN37
720575941584997254,v2LNX01
720575941585152646,CL283a
720575941585315806,"VCvN1,VCvN2"
720575941585492575,R8
720575941585640799,DNg02_e
720575941585709958,L5
720575941585722719,T1
720575941585773919,L2
720575941585796486,L5
720575941585818719,L5
720575941585980767,Mi1
720575941586024031,L3
720575941586090494,L2
720575941586223326,L4
720575941587084510,LHAV2k13
720575941587210630,L2
720575941587210630,LAL120a
720575941587222340,R7
720575941587246214,L2
720575941587269254,T1
720575941587630046,L5
720575941587631614,L5
720575941587631838,T1
720575941587958596,L4
720575941588034526,R8
720575941589199244,LC25
720575941589325380,L2
720575941589867076,LAL102
720575941589867076,LHAD1k1
720575941589939511,L4
720575941590460996,L5
720575941590527799,L5
720575941590635588,LHAV3f1
720575941590673988,LAL093
720575941590673988,LAL121
720575941590682110,T1
720575941590725630,L3
720575941590848311,SLP285
720575941591122999,T1
720575941591154743,LHAV1e1
720575941591177783,L5
720575941591777643,L5
720575941591980798,T1
720575941591991038,L5
720575941592160254,vDeltaD
720575941592162046,L2
720575941592215038,L4
720575941592215038,LAL116
720575941592215038,LHAV2b9
720575941592237608,L4
720575941592273003,vDeltaA_a
720575941592273003,vDeltaD
720575941592286604,L1
720575941592310526,L1
720575941592316670,T1
720575941592466430,LC21
720575941592506508,T1
720575941592798860,L1
720575941592867286,LC25
720575941592908684,L5
720575941594126632,LAL156a
720575941594210344,LHAV2g2_a
720575941594301809,DNg02_e
720575941594332712,LHAV3j1
720575941594352936,LHAV3a1
720575941594521640,LHAD2b1
720575941594528619,T1
720575941594563691,LCe06
720575941594695207,L4
720575941594929771,L4
720575941595119723,LAL203
720575941595203621,R7
720575941595255766,DNae003
720575941595327446,L2
720575941595803429,L2
720575941595941590,L1
720575941595993558,L3
720575941596010533,L2
720575941596211158,T1
720575941596248103,Dm15
720575941596271141,T1
720575941596282326,LAL199
720575941596282326,LHAD2d1
720575941596282326,R7
720575941596282481,L1
720575941596292903,L2
720575941596302631,R7
720575941596309617,L5
720575941596348965,L3
720575941596401957,R7
720575941596465447,L2
720575941596465447,LAL100
720575941596465447,LAL116
720575941596600101,LAL147b
720575941596622375,L5
720575941596712231,L3
720575941596816167,L4
720575941596843121,R7
720575941596942725,L1
720575941597081969,LC20b
720575941597115761,T1
720575941597136753,L5
720575941597198705,L4
720575941597382769,LHAV2n1
720575941597456773,R8
720575941597474417,L1
720575941597535877,L5
720575941597546117,L5
720575941597583493,L1
720575941597589361,LHAV2f2_a
720575941597621637,R8
720575941597680241,LHAV2g3
720575941597984901,L4
720575941598218652,R8
720575941599372188,L5
720575941599482268,L5
720575941599624092,L2
720575941599633820,L5
720575941599703964,LC10c
720575941599812032,LAL143
720575941599812032,LHAV3g1
720575941600139456,LAL152
720575941600142272,L5
720575941600193472,L4
720575941600243648,LAL132b
720575941600243648,T1
720575941600338880,LAL146
720575941600382656,LHAD2c2
720575941600382656,LHAV2b10
720575941601067817,T1
720575941601166121,R8
720575941601826857,Mi1
720575941602055977,L5
720575941602086246,L5
720575941602179881,L5
720575941602978806,LTe43
720575941603539385,L5
720575941604049209,L5
720575941604081721,L5
720575941604457718,LHAV3c1
720575941604747449,L5
720575941604782009,L2
720575941605156281,R7
720575941605188793,R7
720575941605200374,LC10c
720575941605304054,R7
720575941605318902,"LAL173,LAL174"
720575941605380025,L1
720575941605727597,R8
720575941605957054,L2
720575941606311870,LAL191
720575941606315198,L5
720575941608576621,L5
720575941608669293,AN_GNG_59
720575941608854637,L2
720575941609011565,vDeltaF
720575941609103981,L5
720575941609290314,LC21
720575941609905226,L2
720575941610292457,L5
720575941611102794,L5
720575941611589097,Mi9
720575941611687398,L2
720575941611707881,T1
720575941611836649,T1
720575941611891814,L5
720575941611941353,T1
720575941612024749,L5
720575941612145994,LAL148
720575941612250442,L2
720575941612323049,L5
720575941612327401,LHPV5e3
720575941612328681,"LAL163,LAL164"
720575941612328681,LHAV1d1
720575941612328681,R8
720575941612454633,L5
720575941612478282,LHAV2a3a
720575941612599114,L4
720575941612632493,L2
720575941612703977,L5
720575941612757225,KCg-m
720575941612780521,L5
720575941612805549,5-HT-IR  Tan
720575941612837609,L5
720575941613045862,L5
720575941613089126,L2
720575941613200301,LAL152
720575941613271526,L2
720575941613275238,L5
720575941613316198,"LAL111,PS060"
720575941613338470,L5
720575941613499155,R7
720575941613506662,L5
720575941613506733,T1
720575941613586534,L5
720575941613696429,LAL167b
720575941613747373,LAL081
720575941613780755,R8
720575941613794477,LAL149
720575941613794477,LHAV3f1
720575941614084060,R7
720575941614463251,L5
720575941615159315,L5
720575941615310099,L5
720575941615681299,L1
720575941615809177,L4
720575941616297625,T1
720575941616526489,L5
720575941616731289,T1
720575941616834969,L2
720575941618322645,LCe01b
720575941618371029,L4
720575941618432725,L5
720575941618643669,L5
720575941618752981,R8
720575941619428805,R8
720575941620210028,L5
720575941620506495,L3
720575941620658815,T1
720575941621253503,L1
720575941621602943,L4
720575941621614533,L5
720575941621617279,R8
720575941621709439,LHAD3g1
720575941621709439,LHAV1b3
720575941621907397,L5
720575941622139077,L5
720575941623015328,L2
720575941623072764,LLPC3
720575941624763803,L1
720575941624965884,L5
720575941625011196,L2
720575941625018620,L5
720575941625109500,L5
720575941625349884,Mi1
720575941625499756,L5
720575941626090092,L3
720575941626243483,T1
720575941626260123,L1
720575941626292170,T1
720575941626336313,LCe01b
720575941626433418,HBeyelet
720575941626480074,L2
720575941626750154,L4
720575941627019466,L1
720575941627087818,L5
720575941627087818,LAL126
720575941627087818,LAL147b
720575941627154890,MTe03
720575941627195594,R7
720575941627244746,v2LN41b
720575941627403722,LCe06
720575941627415404,L2
720575941627444635,T1
720575941627590508,LHAV1b1
720575941627605612,L2
720575941627605612,LAL170
720575941627608940,LAL154
720575941627608940,T1
720575941627653740,LHAV3k1
720575941627657354,R8
720575941627774858,LAL179b
720575941627774858,LAL182
720575941627780972,LC20b
720575941629202233,DNg02_d
720575941629202233,DNg02_e
720575941629482297,L5
720575941629710649,LAL200
720575941630381094,ALIN8
720575941630381094,vDeltaA_a
720575941630785062,L5
720575941630927084,T1
720575941631226406,LAL091
720575941631226406,LHAD4a1
720575941631284262,LAL087
720575941631284262,LAL144b
720575941631317030,LAL162
720575941631833248,DNp37
720575941632013026,R8
720575941632054971,R8
720575941632415202,KCg-m
720575941632658885,L5
720575941632785824,L5
720575941632801762,LHAD2c2
720575941633151685,MTe32
720575941633367276,LC10c
720575941633391045,cLP02
720575941633432044,L3
720575941633469381,L5
720575941633536492,v2LN3A1_a
720575941633536492,v2LN46b
720575941633661164,LHAV2b10
720575941633712364,LAL182
720575941633994181,L1
720575941634065349,L2
720575941634169029,R8
720575941634224571,L5
720575941634500512,T1
720575941634555589,LAL144b
720575941634555589,LHAV2b10
720575941634572997,LC21
720575941634578875,LAL167a
720575941634593440,L5
720575941634606240,LLPC1
720575941634790560,LC21
720575941634942651,T1
720575941634951611,L3
720575941635079099,L5
720575941637376885,R8
720575941640120437,L2
720575941640319349,L2
720575941640351861,LHAD1k1
720575941640640799,5-HT-IR  Tan
720575941640744309,L5
720575941640744309,LAL167b
720575941640817525,LAL119
720575941640817525,LAL128
720575941640865141,LAL198
720575941641014303,T1
720575941641657119,R8
720575941641688095,L5
720575941641785119,vDeltaA_a
720575941642124063,L1
720575941642162533,L5
720575941642848869,L5
720575941643239013,R7
720575941643473864,T1
720575941643858789,L2
720575941643939685,R7
720575941644165989,R8
720575941644231288,DNg02_e
720575941644377701,L4
720575941644448869,LHAV2g5
720575941644663909,v2LN41a
720575941644663909,v2LN42b
720575941644688741,LAL197
720575941644856165,L4
720575941644858469,L5
720575941644883301,R8
720575941644898642,L5
720575941644904865,R7
720575941644967781,LAL139
720575941644972645,"LAL104,LAL105"
720575941644972645,LHAD3g1
720575941645066853,LC10c
720575941645368914,LHAV2g2_a
720575941645374290,L5
720575941645565010,LAL093
720575941645604984,L5
720575941645632850,LC10c
720575941645757128,LAL203
720575941645757128,LHAV2d1
720575941646026440,LAL159
720575941646062241,R8
720575941646102689,T1
720575941646376353,L5
720575941646382456,L3
720575941646392184,vDeltaD
720575941646438305,Mi1
720575941646449864,L1
720575941646474913,L4
720575941646518689,LAL167b
720575941646518689,LHAV2a3b
720575941646737608,L3
720575941650831125,L3
720575941651841041,vDeltaB
720575941651841041,vDeltaD
720575941652081681,L2
720575941652859633,L2
720575941653006357,LHAV2a3b
720575941653080853,LAL121
720575941653279217,R7
720575941653392917,LAL152
720575941653410069,L5
720575941653442065,L5
720575941654689041,L4
720575941654942993,L5
720575941654962193,L5
720575941655312401,LAL113
720575941655326420,L5
720575941655778777,LHAD2d1
720575941655883732,L1
720575941656266713,L5
720575941656270297,T1
720575941656350937,L5
720575941656379353,L5
720575941656425689,LAL090
720575941656425689,LHAD3g1
720575941656425689,R8
720575941656476889,L5
720575941656650457,LAL154
720575941656687572,L4
720575941656696020,L5
720575941657112788,AN_GNG_167
720575941657176144,LC10c
720575941657192916,R7
720575941658900560,L4
720575941659725648,L5
720575941659906584,Mi1
720575941660071448,L1
720575941660251984,T1
720575941660295192,LAL157
720575941660295192,LHAV2f2_a
720575941660394576,T1
720575941660492624,L5
720575941660513816,LAL082
720575941660580632,LAL147c
720575941660599120,L4
720575941661877884,vDeltaA_a
720575941661877884,vDeltaD
720575941662115384,LC10c
720575941662921528,L1
720575941663016760,L2
720575941663146364,LC10c
720575941663167544,L4
720575941663393916,vDeltaA_a
720575941663405436,L5
720575941663559480,L1
720575941663559480,LC9
720575941663639864,L2
720575941663684408,L3
720575941663721528,L2
720575941663730044,v2LN42c
720575941663730044,vDeltaF
720575941663731000,v2LN46a
720575941663780664,L1
720575941663905336,L2
720575941663905592,L4
720575941663905592,LAL148
720575941663905592,LHAV2p1
720575941663979832,L3
720575941663990328,LAL093
720575941663990328,LHAV1a1
720575941664021560,L5
720575941664030076,R8
720575941664040760,LAL090
720575941664040760,LHAV3e3a
720575941664704124,L5
720575941664706428,L5
720575941664723324,R8
720575941664831356,L1
720575941664841852,LAL193
720575941664841852,LCNOpm
720575941665121148,LAL192
720575941665121148,LHAV2g3
720575941668014769,L5
720575941669146867,L5
720575941669229489,L1
720575941669351601,L5
720575941669799923,L5
720575941669868977,vDeltaD
720575941669868977,vDeltaF
720575941669953267,LAL090
720575941670018803,LAL147c
720575941670119089,LTe63
720575941671071409,T1
720575941671313073,L4
720575941671314609,R7
720575941672804007,LAL184
720575941680086717,L2
720575941680712637,LC20a
720575941687298287,R7
720575941687367030,R8
720575941687580940,LAL110
720575941687721455,L4
720575941688216559,R8
720575941688223500,R7
720575941688472950,R8
720575941688565743,vDeltaA_a
720575941688730351,L4
720575941688970479,L5
720575941689000972,Mi1
720575941689017839,L4
720575941689026011,Mi1
720575941689041048,LC10c
720575941689085167,R7
720575941689088495,L2
720575941689138159,DNg02_e
720575941689375983,LHAV2b9
720575941689580696,T1
720575941689911414,T1
720575941689938956,L4
720575941690046220,L3
720575941690127579,L1
720575941690177142,T1
720575941690199926,T1
720575941690321014,LC20b
720575941690330998,LAL195
720575941691482264,R7
720575941691572120,R8
720575941691778968,vDeltaA_a
720575941691884763,LTe25
720575941692003803,Mi1
720575941692361880,LAL168a
720575941692398488,L3
720575941692552344,L2
720575941692573848,L4
720575941700998106,LCe01b
720575941702540762,cL10
720575941703784410,vDeltaA_a
720575941704178650,T1
720575941704349914,L5
720575941704610266,L5
720575941704655322,LC9
720575941721790522,T1
720575941723981626,vDeltaA_a
720575941723981626,vDeltaD
720575941724147770,L4
720575941724276282,ALIN5
720575941724276282,vDeltaA_a
720575941724442682,T1
720575941724591418,L5
720575941733740587,L2
720575941733874219,L5
720575941733979179,LAL194
720575941733979179,LHAV2a3b
720575941734445611,LC10c
